,dish_id,total_calories,total_mass,ingredients,split
1212,dish_1565813386,-0.6667729652811456,-0.39626747360107856,tofu,train
2426,dish_1565640914,2.4850799067754195,1.5596439938438647,"olives,mixed greens,olive oil,black beans,cucumbers,parmesan cheese,chicken",train
2916,dish_1564590146,-0.5373133927081631,-0.07786328122632037,"watermelon,sweet potato,olive oil",train
447,dish_1563479655,0.3228195090143536,0.42248616393401395,"lime,cilantro,thyme,olive oil,jalapenos,cauliflower,beef,pepper,salt,broccoli,wine,brussels sprouts,sour cream,brown rice,ginger,spinach (raw),mushroom,figs,garlic,arugula,cream,apple,salmon,pasta,goat cheese,chili,shallots,mustard greens,lemon juice,onions",train
2567,dish_1566849387,1.7482449936884263,1.9495266783843848,"parmesan cheese,caesar salad,olives,chicken,mixed greens,avocado",train
187,dish_1563900172,-0.08091031488216675,0.24703895589077982,"scrambled eggs,cantaloupe,olive oil,sweet potato",train
363,dish_1565109606,-0.7809092174947747,-0.7991462476262828,"olive oil,sweet potato",train
1602,dish_1561146781,0.22197232786906254,0.0391015241358357,"bagels,apple",train
3027,dish_1561576449,-0.8427848366112618,0.591435327234906,cauliflower,train
2342,dish_1558721434,-0.7334933057266156,0.8643532064132702,"cherry tomatoes,carrot,cauliflower,cantaloupe",train
412,dish_1562086067,-0.35990717155819707,-0.05187110225695236,"yam,berries",train
230,dish_1562009120,-0.7539669198270393,-0.4612479210244986,"brussels sprouts,tofu,salt,pepper,olive oil",train
3139,dish_1561062171,-0.7275611480779708,-1.033075858350595,"salt,garlic,thyme,sour cream,onions,olive oil,spinach (raw),mushroom,cream,wine,pasta,beef",train
1728,dish_1564428404,-0.6673884674485078,-0.7341658002028628,"olive oil,onions,mustard,pears,salt,mixed greens,garlic,cherry tomatoes,vinegar",train
636,dish_1564685450,1.763066303250612,0.46147443238806596,"pepper,mixed greens,bell peppers,steak,vinegar,cherry tomatoes,millet,salt,lettuce,lime,olive oil,onions,cucumbers,spinach (raw),pizza,ketchup",train
115,dish_1565207815,-1.015321247107892,-0.8901188740190709,"brussels sprouts,salt,pepper,olive oil",train
301,dish_1565987201,1.4655045778727418,1.982016902096095,"cucumbers,spinach (raw),parmesan cheese,caesar dressing,chicken,olives",train
1048,dish_1562688382,-0.6681093142337969,-0.9486012767001489,chicken apple sausage,train
2510,dish_1561751897,0.4793128118736662,-0.1168515496803724,"brown rice,arugula,salmon,thyme,olive oil,pepper,salt",train
1880,dish_1558115047,-0.2381020669237272,-0.032376968029926345,"mixed greens,almonds",train
1754,dish_1562691383,-0.7956796993407039,-0.9550993214424909,yam,train
3236,dish_1565987298,-0.20259905029546535,-0.8381345160803348,"white rice,mushroom,celery,onions,kale,olive oil,chive,salt,cream,ground turkey,thyme,carrot,garlic,cheese pizza,eggs",train
1218,dish_1562096372,0.44443869397610275,0.45497638764572396,"chicken thighs,squash,mushroom,quinoa,eggplant,wine,shallots,spinach (cooked),garlic,salt,lemon juice,cucumbers,olive oil",train
674,dish_1559751458,-0.4817743957752765,-0.6107029500983647,yam,train
2623,dish_1565726915,-0.27065326273727364,0.2210467769214118,"olive oil,arugula,vinegar,roasted potatoes,squash,celery root,onions,broccoli,mustard,salt,cranberries",train
2951,dish_1558638137,-0.9199093528563699,-0.6496912185524167,apple,train
1389,dish_1562613045,-0.4174928693794427,-0.06486719174163637,"corn,mixed greens,cod",train
1153,dish_1561746876,-0.4970802008558821,-0.8641266950497029,"arugula,salt,thyme,salmon,olive oil,pepper,brown rice",train
2418,dish_1560444570,-0.4050460398185244,-0.6691853527794427,scrambled eggs,train
1686,dish_1563820806,-0.21846559724143125,0.3640037612529359,"chicken,white rice,ginger,green beans,spinach (raw),vinegar,squash,olive oil,zucchini,soy sauce,garlic,broccoli,green onions,salt",train
1346,dish_1566587689,-0.27080851874079753,0.34450962702590987,"salmon,salt,olive oil,thyme,kale,brown rice,chard,arugula,pepper",train
424,dish_1566333194,0.9926696963979003,0.01960738990880969,"bok choy,bell peppers,jalapenos,spinach (raw),onions,garlic,tomatoes,cheese pizza,salt,shallots,pepper,beef,vinegar,olive oil,spinach (cooked),chicken,millet",train
1801,dish_1561663786,-0.9874696392100561,-1.124048484743383,corn on the cob,train
2108,dish_1558115241,-0.8023612866096294,-0.6886794870064687,potatoes,train
3045,dish_1562702469,1.3751662537597986,2.027503215292489,"vinaigrette,quinoa,cauliflower,vinegar,onions,lettuce,cherry tomatoes,beef,salt,watermelon,olives,millet,feta cheese,cucumbers,olive oil,spinach (cooked),bell peppers,shallots,bok choy",train
765,dish_1562872498,0.25139502763520954,0.6694118641430101,"fish,carrot,parsley,garlic,zucchini,rosemary,lemon juice,couscous,spinach (raw),squash,jicama,arugula,chive,salt,lime,thyme,olive oil,basil,green beans,sour cream,nopales,chicken,wheat berry,bok choy,corn,pepper",train
906,dish_1558462036,-1.196001670425192,-1.325487871755985,spinach (raw),train
1282,dish_1559158263,-1.0158528763845984,-1.195526976909145,"blueberries,arugula,vinegar,chard,pepper,walnuts,salt,mustard,olive oil",train
1249,dish_1558724005,-1.0593634012006323,-0.8056442923686248,cantaloupe,train
1440,dish_1566328894,-0.08084164258083251,-0.8316364713379928,cheese pizza,train
1664,dish_1560800836,1.0776914747983377,-0.30529484720829053,pepperoni pizza,train
2152,dish_1561060558,-0.2834460787103976,0.026105434651151692,"pineapple,bok choy,brussels sprouts,tofu,cheese pizza",train
1533,dish_1560356627,3.4670617538273847,0.545949014038512,"scrambled eggs,bacon,sausage",train
577,dish_1567020417,0.2871720080403698,0.8513571169285862,"chive,wheat berry,chard,spinach (raw),garlic,parsley,olive oil,shallots,kale,fish,cherry tomatoes,pepper,chicken,lemon juice,thyme,brussels sprouts,broccoli,salt",train
348,dish_1564168695,0.6272004239818153,-0.9031149635037549,pepperoni,train
2255,dish_1563824155,0.9647151158422297,0.9358316985790323,"garlic,turnips,broccoli,salt,zucchini,squash,olive oil,wheat berry,lime,steak,pepper,cauliflower,couscous",train
1348,dish_1565728684,1.144025596188594,1.6051303070402587,"shallots,salt,cheese pizza,lemon juice,celery root,onions,vinegar,beef,garlic,bok choy,millet,chicken,spinach (cooked),roasted potatoes,broccoli,mixed greens,parsley,olive oil,thyme,wheat berry,squash,spinach (raw),mustard,cherry tomatoes,pineapple",train
390,dish_1563997327,-0.4567897717452856,-0.6301970843253907,"carrot,salt,mustard,parsley,almonds,olive oil,blueberries,spinach (raw),vinegar",train
1589,dish_1565981769,-1.100004465192508,-1.104554350516357,"pepper,olive oil,carrot,salt",train
625,dish_1558723073,-1.132956207272931,-0.8251384265956508,cherry tomatoes,train
2639,dish_1560442374,-0.7777014922532373,0.10408197155925573,grapefruit juice,train
821,dish_1558720289,-1.1148205010808472,-0.8901188740190709,cauliflower,train
443,dish_1563913627,-0.11099388950097613,-0.7016755764911528,"olive oil,figs,salt,cheese pizza,cucumbers,mustard,cherry tomatoes,chard,spinach (raw),vinegar",train
1964,dish_1561576652,-0.7739435486312548,0.6824079536276941,"salt,cauliflower,olive oil,squash,eggplant",train
786,dish_1561737271,2.4282386083009397,1.9690208126114108,"sausage,hash browns,pineapple,broccoli,egg whites",train
2114,dish_1565724269,1.3074841670167627,0.610929461461932,"pizza,chicken,spinach (raw),wheat berry,olive oil,thyme,salt,lemon juice,shallots,broccoli,garlic,parsley",train
1263,dish_1559235639,-1.0480524398527624,-0.7406638449452048,strawberries,train
391,dish_1566934120,-0.3321514013476983,0.6434196851736421,"bok choy,salt,pepper,olive oil,thyme,arugula,brown rice,salmon,cauliflower",train
2882,dish_1561739649,-0.21646542876936317,1.1112789066222664,"sweet potato,broccoli,raspberries,granola,blackberries,mixed greens,vinaigrette",train
2083,dish_1567106870,1.1990141217955932,-0.03887501277226835,"blue cheese,onions,pizza,olive oil,garlic,walnuts,mixed greens,salt,spinach (cooked),lettuce,bok choy,millet,vinegar,mustard,shallots,beef",train
1965,dish_1566414642,-0.16121619277213617,-0.46774596576684063,"roasted potatoes,chicken",train
782,dish_1565119439,1.0109340993220557,-0.18183199710379244,"vinegar,millet,bok choy,beef,cheese pizza,spinach (cooked),shallots,salt,olive oil,onions",train
383,dish_1562872223,0.2542476652011703,1.6311224860096267,"chicken,garlic,rosemary,wheat berry,squash,olive oil,thyme,pepper,spinach (raw),mushroom,bok choy,parsley,basil,salt,lemon juice,zucchini",train
2149,dish_1562009098,-0.875810911243862,-0.7861501581415988,tofu,train
1412,dish_1563563492,-0.2921738896121302,-0.26630657875423847,"olive oil,pizza,bok choy",train
1845,dish_1565021714,0.6088902856581406,2.8917431660239754,"olive oil,egg whites,honeydew melons,berries,sweet potato",train
500,dish_1562615324,0.02255573928730655,-0.5262283684479186,"pineapple,garlic,roasted potatoes,onions,salt,lemon juice,kale,vinegar,jalapenos,steak,white rice,cilantro",train
3051,dish_1568314857,0.20019841670036276,-0.35727920514702655,"salt,beef,millet,bok choy,avocado,vinegar,onions,shallots,spinach (cooked),olive oil",train
2121,dish_1559844090,-0.40643004751056877,0.7408903563087721,"strawberries,pears,mandarin oranges",train
112,dish_1560973958,-0.5167561443448593,-0.6236990395830487,"wheat berry,olive oil,mustard,pecans,lime,salt,raisins,pepper,arugula,orange",train
1291,dish_1565107143,0.9577791227289145,2.8462568528275813,"olive oil,watermelon,egg whites,scrambled eggs,sweet potato",train
36,dish_1558637393,2.321266835296002,-0.5782127263866547,almonds,train
2695,dish_1561661806,-0.3346224444647411,-0.8316364713379928,"garlic,salt,sugar,white rice,soy sauce,pork,pepper,bok choy",train
72,dish_1564000490,1.3320996481951797,0.7019020878547201,"pepper,arugula,cream,caesar salad,butter,shallots,cheese pizza,salt,garlic,lemon juice,basil,mushroom,wheat berry,oregano,thyme,olive oil,rosemary,white wine,chicken",train
1677,dish_1560874751,0.603261323688936,0.01960738990880969,"bacon,berries,bagels,cream cheese,yam",train
246,dish_1559841808,-0.8613500727998762,-0.7861501581415988,"grapes,mandarin oranges,cereal",train
2405,dish_1561393649,0.08566815662091573,0.9228356090943483,"berries,pineapple,cottage cheese",train
562,dish_1558468401,-0.8513754126791027,-1.104554350516357,avocado,train
1819,dish_1563822546,-1.0254782570298595,-0.8381345160803348,caesar salad,train
2795,dish_1563565761,-0.7871236049864734,-0.37677333937405255,"mushroom,wheat berry,chard,cherry tomatoes,fish,onions,salt,garlic,shallots,chive,olive oil,kale,lemon juice,parsley",train
936,dish_1567020394,-0.36954476994558183,0.31201940331419986,"fish,pepper,kale,parsley,olive oil,chive,broccoli,cherry tomatoes,wheat berry,chard,lemon juice,salt,shallots,garlic,brussels sprouts",train
3077,dish_1562615070,-1.14120785076562,-1.085060216289331,"squash,olive oil,salt",train
2651,dish_1565728591,0.6434205266130367,0.6824079536276941,"parsley,thyme,olive oil,onions,wheat berry,squash,spinach (raw),vinegar,beef,garlic,shallots,chicken,bok choy,salt,cheese pizza,lemon juice,roasted potatoes,broccoli,millet,spinach (cooked)",train
532,dish_1565021054,0.04848524340366607,-0.47424401050918263,"tofu,waffles",train
594,dish_1558115364,1.1056587264889062,0.6239255509466161,"potatoes,almonds,bacon",train
650,dish_1566590536,-1.0906200317850787,-1.078562171546989,"carrot,salt,pepper,olive oil",train
1999,dish_1562700931,-0.4264511708498691,0.617427506204274,"apple,mixed greens,lemon juice,salt,onions,olive oil,squash,vinegar,parsley,cauliflower,millet",train
2759,dish_1560527105,-0.7677349884298422,-0.7341658002028628,"olive oil,mustard greens,cucumbers,tomatoes,mustard,potatoes,salt,garlic,spinach (raw),vinegar",train
798,dish_1566330399,0.05536661939164434,-0.5912088158713387,"vinegar,bok choy,millet,beef,salt,shallots,spinach (cooked),olive oil,onions",train
2944,dish_1563984835,1.6722528807810613,1.5856361728132327,"vinaigrette,raspberries,blackberries,mixed greens,granola,scrambled eggs,salsa,chicken apple sausage",train
164,dish_1568649387,-0.4282493265920132,-0.1623378628767664,"olive oil,sweet potato,broccoli,berries,yam",train
4,dish_1558372433,-0.8553843784036134,-0.48074205525152464,,train
2078,dish_1563294465,-0.6521212580243682,0.13007415052862376,"pineapple,watermelon,grapes",train
1807,dish_1559845745,-0.21690237054461203,0.6824079536276941,"pears,potatoes",train
3140,dish_1563564828,0.9479470904297667,0.8968434301249802,"lemon juice,cherry tomatoes,fish,eggs,olive oil,parsley,celery,salt,carrot,shallots,white rice,croutons,mushroom,corn on the cob,chive,ground turkey,parmesan cheese,cream,thyme,onions,caesar dressing,kale,wheat berry,chard,garlic",train
2871,dish_1559848882,-0.5275002167758631,0.2405409111484378,"mandarin oranges,pears",train
2574,dish_1559844611,-0.9435334883479042,-0.8836208292767288,grapes,train
3132,dish_1561752509,0.324019200612331,0.045599568878177704,"tortilla,onions,chicken thighs,squash,cheese,tomatoes,salt,chili,garlic,cilantro,olive oil,turnips",train
658,dish_1560370114,-1.1723011597277189,-1.156538708455093,asparagus,train
2684,dish_1562613898,-0.6345293797608923,-0.35727920514702655,"shallots,salt,bulgur,lemon juice,mustard greens,olive oil,garlic,cranberries,broccoli,arugula,parsley,apple",train
2513,dish_1561661479,-0.054474686025783745,-0.33128702617765854,"salt,garlic,sugar,soy sauce,bok choy,pork,pepper,white rice,cucumbers",train
2634,dish_1567106646,-0.9189548178901903,-0.10385546019568839,"cherry tomatoes,bell peppers,onions",train
3223,dish_1563826272,1.8686302582840304,0.28602722434483185,"cauliflower,wheat berry,steak,pepperoni pizza,olive oil,garlic,lime,salt",train
1035,dish_1561567053,-1.0857079124270845,-0.8446325608226768,watermelon,train
2955,dish_1558640748,-1.1410695564244038,-1.033075858350595,cauliflower,train
1903,dish_1563220087,-0.43358590272002373,-0.7731540686569148,"broccoli,pepperoni pizza",train
442,dish_1565107171,1.1850007152038826,3.2946219400491796,"sweet potato,scrambled eggs,olive oil,egg whites,watermelon,grapes",train
1573,dish_1567106594,-1.13467433203161,-0.8381345160803348,cherry tomatoes,train
417,dish_1563391989,0.9986937973285804,1.6051303070402587,"bell peppers,broccoli,tomatoes,onions,squash,chicken thighs,pepper,fish,arugula,chili,garlic,cabbage,cilantro,salt,hominy,lemon juice,zucchini,olive oil,parsley,jalapenos,tomatillo,quinoa,lime",train
3151,dish_1562698239,0.7351802179826114,0.08458783733222973,"beef,salt,olive oil,spinach (cooked),shallots,onions,vinegar,millet,bok choy,white rice",train
1499,dish_1558115282,-0.8529026686249901,-0.47424401050918263,,train
2450,dish_1564170542,1.2875305514752502,1.4491772332240505,"thyme,zucchini,olive oil,broccoli,salt,salmon,pepper,arugula,brown rice,squash",train
2462,dish_1562690074,0.04683069862958449,-0.7341658002028628,"mixed greens,onions,lettuce,lime,cucumbers,olive oil,vinegar,pepper,cherry tomatoes,bacon,salt",train
1935,dish_1558724607,-0.9491173687576951,-0.42225965257044656,honeydew melons,train
2646,dish_1560444756,-0.4906656953387996,1.3062202488925265,"honeydew melons,pineapple,watermelon",train
2048,dish_1557861605,-1.0427549223191033,-1.156538708455093,fish,train
3033,dish_1562613285,-0.6769647480426099,-0.8641266950497029,"figs,apple,arugula,lemon juice,olive oil,mustard greens,salt,goat cheese",train
2118,dish_1561148303,-0.6392114858057443,-1.117550440001041,cheese pizza,train
110,dish_1560527191,1.9586542762082895,0.6564157746583261,"mustard greens,cucumbers,bacon,berries,tomatoes,garlic,potatoes,salt,sausage,mustard,vinegar,spinach (raw),olive oil",train
1829,dish_1561575951,-0.19038044433937049,-0.8186403818533088,"salt,onions,cheese pizza,spinach (cooked),beef,millet,bok choy,shallots,vinegar,olive oil",train
1949,dish_1562096973,0.4553486604368779,0.8643532064132702,"olive oil,lettuce,arugula,green beans,cucumbers,artichokes,mixed greens,garlic,chive,onions,white beans,vinegar,pepper,fish,cherry tomatoes,bell peppers,lime,snow peas,parsley,salt",train
1584,dish_1558459528,-1.1552917718650944,-0.9940875898965429,cherry tomatoes,train
2940,dish_1561740385,-0.7360010211602511,-0.5067342342208926,"radishes,salt,broccoli,olive oil,mustard,cucumbers,vinegar,strawberries,garlic,bell peppers",train
2953,dish_1561751958,0.6091524469052455,0.49396465609977597,"arugula,brown rice,squash,salmon,pepper,salt,olive oil,thyme",train
1360,dish_1558635962,-0.9619603251990808,-1.351480050725353,almonds,train
654,dish_1563309398,1.920461886365748,2.5148565709681394,"salt,spinach (raw),lemon juice,olives,bell peppers,lettuce,garlic,chicken,cherry tomatoes,wheat berry,parsley,thyme,olive oil,shallots,carrot",train
1112,dish_1563220802,0.26251210391520075,0.2275448216637538,"white rice,garlic,arugula,pork,broccoli,salt,rosemary,zucchini,parsley,onions,olive oil",train
997,dish_1560442450,-0.7914273571476031,-0.44175378679747257,yogurt,train
451,dish_1560799647,2.242242646280348,1.6701107544636786,"garlic,spinach (raw),squash,pork,mustard,pizza,parsley,salt,rosemary,white rice,apple,arugula,vinegar,olive oil,cranberries,zucchini,onions",train
2103,dish_1558725112,1.4340058260018065,0.7343923115664301,"almonds,brussels sprouts,honeydew melons",train
2625,dish_1563824406,1.0525689955022381,1.1047808618799244,"cherry tomatoes,carrot,bell peppers,olives,grilled chicken,onions",train
1250,dish_1565640842,0.25695509776552616,0.7278942668240881,"mixed greens,chicken,cucumbers,black beans",train
1769,dish_1561753203,0.0567080272531439,-0.06486719174163637,"brown rice,arugula,pepper,salmon,salt,thyme,olive oil,squash",train
2637,dish_1566934085,-0.8161027720782025,0.27303113486014785,"olive oil,cauliflower,bok choy",train
2199,dish_1562691538,-0.972025649557011,-0.7861501581415988,egg whites,train
1910,dish_1565382886,1.0332409331300068,0.8513571169285862,"tofu,pepper,carrot,roasted potatoes,soy sauce,salt,caesar salad,rice noodles,cabbage,olive oil,vinegar,radishes,pepperoni pizza,garlic,mixed greens,green onions",train
1895,dish_1562614088,-1.0983551893197174,-0.9745934556695169,broccoli,train
2128,dish_1558468632,-0.3991758156228238,-0.7406638449452048,chicken,train
1017,dish_1558723818,-0.6684577012414278,-0.7146716659758368,corn on the cob,train
1001,dish_1558544427,-0.4458752904469913,-0.7406638449452048,eggs,train
726,dish_1558640074,-0.9223910626349932,-0.6561892632947587,apple,train
1002,dish_1561749664,0.16516904279927572,-0.35727920514702655,"thyme,olive oil,salt,brown rice,arugula,pepper,salmon",train
261,dish_1561663817,-0.7545146612511712,-0.8511306055650188,"salt,mixed greens,olive oil,lemon juice,onions,parsley,corn on the cob,vinegar,millet,apple",train
386,dish_1563307575,1.9925046379944544,1.3127182936348685,"orange juice,onions,garlic,soy sauce,green onions,salt,carrot,white rice,pepper,quinoa,beef,spinach (raw),vinegar,rosemary,olive oil,lemon juice,kale,broccoli,chili",train
2203,dish_1558721904,-0.8553843784036134,-0.48074205525152464,apple,train
862,dish_1558379273,-0.1248206509915273,-0.9810915004118589,sausage,train
1961,dish_1561665065,0.6405164743064913,0.558945103523196,"millet,green beans,vinegar,brown rice,rosemary,salt,basil,mixed greens,carrot,apple,chicken,chard,olive oil,lemon juice,parsley,onions,chive,garlic",train
260,dish_1561060925,-0.7620577854694717,-0.39626747360107856,"brussels sprouts,salt,tofu,pepper,olive oil",train
2237,dish_1558029230,-0.7876618442525708,-0.6626873080371007,potatoes,train
2518,dish_1562603813,1.0612738695021557,-0.4612479210244986,hash browns,train
2335,dish_1564516732,-1.083581705536368,-1.059068037319963,"carrot,olive oil,salt,pepper",train
2355,dish_1562950091,1.4193205485895222,0.47447052187274996,"roasted potatoes,scrambled eggs,sausage",train
2615,dish_1565724552,-0.6910164257570112,0.526454879811486,"zucchini,broccoli,olive oil,chayote squash",train
2282,dish_1568320338,0.6518878514346509,-0.35078116040468454,"olive oil,onions,cheese pizza,millet,spinach (cooked),shallots,salt,bok choy,beef,vinegar",train
714,dish_1565195398,-0.5641700134592572,-0.5912088158713387,"chicken apple sausage,olive oil,sweet potato",train
475,dish_1562702132,-0.03915380444229978,0.9228356090943483,"fish,cucumbers,olive oil,parsley,arugula,squash,lentils,corn,cherry tomatoes,chive,salt,garlic,mixed greens,artichokes,carrot,snow peas,vinegar,cauliflower,pepper",train
3065,dish_1563996251,-1.021755668499147,-0.38327138411639455,cauliflower,train
102,dish_1558720364,-0.8578661311352365,-0.48724009999386664,apple,train
1333,dish_1565024707,0.21814458562264377,-0.44175378679747257,"turkey bacon,scrambled eggs",train
1756,dish_1561575192,-0.6232988789264837,0.12357610578628175,"walnuts,salt,mustard,olive oil,arugula,vinegar,chard,blueberries,pepper,cauliflower",train
1233,dish_1562012076,1.2999676259326922,1.4361811437393666,"olive oil,arugula,quinoa,white rice,salt,garlic,shallots,parsley,thyme,lemon juice",train
3203,dish_1568316085,0.5963179044792364,0.26653309011780585,"arugula,vinegar,bok choy,beef,spinach (cooked),shallots,onions,blueberries,chard,millet,pepper,walnuts,salt,tofu,olive oil,mustard",train
327,dish_1563305354,0.41274841945226975,-0.05836914699929436,"salt,broccoli,onions,olive oil,orange juice,chili,beef,green onions,white rice,vinegar,kale,soy sauce,garlic,carrot,pepper",train
891,dish_1563811639,-0.17395891122999818,-0.1233495944227144,"strawberries,scrambled eggs",train
2723,dish_1563220171,1.0112319497393167,0.9488277880637163,"olive oil,wheat berry,thyme,broccoli,salt,garlic,brown rice,parmesan cheese,cherry tomatoes,chicken breast,spinach (raw),pepperoni pizza,squash",train
1887,dish_1564170283,1.8756061595065785,0.545949014038512,"onions,cheese,chicken thighs,olive oil,cilantro,tomatoes,tortilla,chili,salt,garlic",train
916,dish_1567785223,1.1173633425334855,0.28602722434483185,"vinaigrette,raspberries,sausage,mixed greens,scrambled eggs,granola,blackberries",train
3008,dish_1560356337,-0.5196020096545415,-0.6366951290677327,"cucumbers,mustard greens,olive oil,garlic,tomatoes,salt,yam,mustard,spinach (raw),vinegar",train
1611,dish_1561661552,0.6735785960509113,0.7019020878547201,"garlic,soy sauce,salt,bok choy,cucumbers,pork,broccoli,pepper,white rice,sugar",train
991,dish_1558632130,-1.049627392718487,-0.7666560239145728,cantaloupe,train
1314,dish_1565721800,-1.0511307429337897,-0.29879680246594853,"zucchini,chayote squash",train
2423,dish_1562958721,-0.6102428756068188,-0.32478898143531654,"olive oil,radishes,vinegar,carrot,soy sauce,mixed greens,garlic,cabbage,rice noodles,green onions",train
1990,dish_1560799615,0.37779550666312056,0.42898420867635595,"spinach (raw),onions,squash,apple,salt,olive oil,pizza,cranberries,mustard,vinegar",train
1848,dish_1559590157,-0.11026441870786763,0.11058001630159775,"chicken,asparagus,caesar salad",train
3207,dish_1566419577,0.33462476870967567,-0.04537305751461035,"caesar salad,green beans,cheese pizza,olive oil",train
699,dish_1564171888,0.4368608350987493,-0.1493417733920824,"brown rice,arugula,salt,pepper,thyme,salmon,olive oil",train
34,dish_1566417516,0.629083345082497,1.3517065620889206,"wheat berry,eggplant,cherry tomatoes,mixed greens,celery root,salt,mustard,garlic,olive oil,vinegar,chard,fish,chive,shallots,roasted potatoes,parsley,lemon juice",train
1733,dish_1562946006,1.3477418277611797,0.045599568878177704,"sausage,scrambled eggs",train
1109,dish_1565798591,-0.5033811004614377,0.045599568878177704,"lettuce,cherry tomatoes,lime,mixed greens,salt,cucumbers,onions,olive oil,vinegar,egg whites,pepper,broccoli",train
333,dish_1568048018,1.1607340553356489,0.45497638764572396,"turkey bacon,olive oil,scrambled eggs,broccoli",train
1400,dish_1563567372,3.332775953578048,2.4238839445753513,"cherry tomatoes,fish,salt,wheat berry,lemon juice,chard,kale,parsley,olive oil,pizza,shallots,garlic,chive",train
80,dish_1558642089,-1.022423821498973,-0.7861501581415988,carrot,train
1547,dish_1562097673,0.43939727654404176,0.584937282492564,"beets,parsley,arugula,vinegar,artichokes,mustard,lettuce,snow peas,garlic,bell peppers,olive oil,white beans,fish,carrot,chive,pepper,onions,salt,lime,wheat berry",train
2773,dish_1563479625,-0.24311690599411406,-0.019380878545242335,"goat cheese,salt,figs,spinach (raw),shallots,chili,brussels sprouts,ginger,jalapenos,salmon,cauliflower,garlic,lime,onions,lemon juice,mustard greens,olive oil,cilantro,arugula,brown rice,apple,pepper,broccoli",train
2542,dish_1560367333,0.18156450821041414,1.3647026515736045,"olive oil,mushroom,vinegar,fish,chicken,carrot,mixed greens,garlic,cucumbers,country rice,arugula,beets,tofu,cherry tomatoes,asparagus,pumpkin seeds,honeydew melons,green onions,onions,salt,lettuce,mustard",train
1650,dish_1561748862,-0.4716091197871534,-0.8446325608226768,"arugula,brown rice,salmon,thyme,olive oil,pepper,salt",train
2968,dish_1563567978,-0.6425135167442978,-0.6691853527794427,"garlic,shallots,salt,lemon juice,kale,parsley,chard,olive oil,wheat berry,chive,cherry tomatoes,fish",train
2068,dish_1563827110,-0.16009464222563882,0.00011325568178367666,"pineapple,caesar salad,cheese pizza",train
53,dish_1564777960,0.36948009228361284,-0.4547498762821566,"spinach (cooked),cheese pizza,shallots,onions,salt,olive oil,vinegar,bok choy,beef,millet",train
1431,dish_1559838279,-0.7153576186247542,-0.6691853527794427,"bacon,berries",train
3053,dish_1558459395,-0.21702646176060986,-1.176032842682119,almonds,train
1189,dish_1562945779,-1.030368603989585,-1.221519155878513,"vinaigrette,granola,blackberries,mixed greens,raspberries",train
1010,dish_1559332487,-1.1190680707184308,-0.7731540686569148,"zucchini,chayote squash",train
2275,dish_1566934487,1.4291470494968261,1.6311224860096267,"fish,white beans,cauliflower,garlic,parsley,olive oil,bell peppers,chive,lime,pepper,bok choy,cookies,arugula,snow peas,onions,artichokes,salt,cheese pizza",train
1325,dish_1558372695,-0.5030838370685051,-1.130546529485725,sausage,train
1159,dish_1558122583,-0.9861046931047468,-1.013581724123569,potatoes,train
1862,dish_1558721345,-1.1172067788393523,-0.9031149635037549,cauliflower,train
1200,dish_1558378634,2.9655522133930217,0.6369216404313001,"grapes,almonds,sausage",train
2519,dish_1568666329,2.3393643276360607,2.449876123544719,"artichokes,olive oil,lettuce,broccoli,chicken",train
185,dish_1560445069,-0.7591362560646229,0.16906241898267577,grapefruit juice,train
2764,dish_1563207406,0.5654533011500682,1.4686713674510765,"scrambled eggs,pineapple,egg whites,yam,watermelon,sweet potato,grapes,olive oil",train
1354,dish_1567789190,1.2112676819482944,-0.25980853401189646,"salt,bell peppers,garlic,olive oil,cucumbers,vinegar,mustard,sausage,radishes",train
3197,dish_1561404924,-1.058294654208375,-1.156538708455093,"parmesan cheese,croutons,caesar dressing,kale",train
2814,dish_1565382803,0.5050257374206637,-0.25980853401189646,"salt,pepper,olive oil,carrot,roasted potatoes,pepperoni pizza",train
1682,dish_1562959485,-0.994348137347058,-1.176032842682119,"mixed greens,lettuce,carrot,pumpkin seeds,salt,mustard,olive oil,vinegar,arugula",train
774,dish_1558636582,1.3218126099981509,1.2542358909537905,"cherry tomatoes,apple,cauliflower,almonds",train
297,dish_1561062320,0.2590473145158506,-0.09735741545334638,"wine,shallots,cranberries,mushroom,spinach (raw),jalapenos,cream,thyme,lemon juice,sour cream,parsley,white rice,salmon,cilantro,ginger,beef,pasta,brown rice,arugula,mustard greens,olive oil,apple,bulgur,lime,salt,onions,chili,garlic",train
287,dish_1561752996,2.839985127554602,1.2867261146655005,"garlic,arugula,brown rice,thyme,salt,cilantro,cheese,salmon,pepper,chicken thighs,olive oil,tortilla,onions,tomatoes,chili",train
886,dish_1560539314,-0.41927617292881775,-0.38327138411639455,"fish,quinoa,tomatillo,jalapenos,arugula,lemon juice,onions,salt,cilantro,olive oil,garlic,pepper",train
1434,dish_1567107049,-0.6986393661937783,-1.2605074243325651,brownies,train
2870,dish_1561574600,-1.0528708596282912,-0.7601579791722308,"salt,olive oil,eggplant",train
1980,dish_1567526785,0.594947512888082,2.092483662715909,"egg whites,olive oil,sweet potato,yam",train
65,dish_1561061658,-0.1316734107366258,0.06509370310520371,"croutons,pepper,parmesan cheese,brussels sprouts,mustard greens,garlic,kale,parsley,salt,shallots,arugula,olive oil,lemon juice,caesar dressing,cranberries,bulgur,apple",train
